"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006338","GO:0006338","chromatin remodeling","98/4298","243/17744",0.403292181069959,1.66496427661828,5.9009263939547,1.70761287084979e-08,1.91295177766836e-06,1.65848571275115e-06,"pcgf1/ruvbl1/cbx3a/setb/kdm5c/supt6h/pole3/sirt2/hcfc1b/tasorb/lmna/hira/rbbp7/hcfc1a/carm1/kdm4aa/kat6a/chd3/ino80e/h2ax/si:dkey-261m9.12/spty2d1/histh1l1/tp53/dnmt3bb.1/h1-0/chrac1/unga/cenpp/yeats4/si:ch211-113a14.24/si:ch211-113a14.18/prmt7/h1-10/cbx1b/znhit1/ino80c/chaf1b/kdm5ba/satb1a/hcfc2/zgc:110425/nsd1a/atad2b/jarid2a/trip12/zgc:153409/satb2/chaf1a/jarid2b/satb1b/tet3/ino80b/chd4a/vps72a/h2az2a/h2ax1/hist1h2a3/nap1l4a/rrp8/smarcad1b/h1l1/chd7/tet1/si:dkey-108k21.10/zgc:163061/bend3/pbrm1l/smarca4a/zgc:110216/yeats2/brd4/tasora/cbx3b/arid1b/cfdp1/zgc:153405/hdac4/hist1h2a6/trrap/mbd1a/hdac12/arid1aa/arid1ab/h1m/hist1h2a2/npm3/kdm5a/kat2a/si:dkey-23a13.17/histh1l2/si:ch73-368j24.11/si:dkey-23a13.9/si:ch73-368j24.12/hist1h2a1/si:ch211-113a14.19/hist1h2a10/supt4h1",98
"GO:0042255","GO:0042255","ribosome assembly","23/4298","32/17744",0.71875,2.9673103769195,6.29744304703306,1.73846172995779e-08,1.91295177766836e-06,1.65848571275115e-06,"mrto4/mdn1/rpl5b/rpl5a/eif6/rps27.1/sbds/rps19/rps28/rps14/pwp2h/c1qbp/rps5/abt1/rpf2/rps27.2/mpv17l2/nip7/rps15/mterf4/nop53/rps27l/mrps7",23
"GO:0006413","GO:0006413","translational initiation","47/4298","92/17744",0.510869565217391,2.10909017338702,6.02995387514028,2.25385862630239e-08,2.39150499240871e-06,2.07338047314359e-06,"eif4a1b/ybx1/eif2s1a/eif4g1a/paip2b/eif4bb/eif4e1c/eif3ja/eif1/eif2d/eif4eb/eif3m/eif4e2rs1/eif4enif1/eif1ad/eif4a2/eif3g/eif6/eif4g2a/eif3d/mcts1/eif1axa/eif1b/eif4ebp2/denr/eif4e2/mtif3/eif4ebp3l/impact/eif4ebp1/eif2s1b/eif3jb/eif4ebp3/eif1axb/ago2/eif3k/eif4ea/eif3f/ctif/eif3ea/eif2b1/eif4a1a/bzw1b/mif4gda/eif3ha/eif2ak4/wu:fb16f03",47
"GO:0071826","GO:0071826","protein-RNA complex organization","58/4298","123/17744",0.471544715447154,1.94674021193446,5.95687219366428,2.41725737945664e-08,2.47643850840196e-06,2.14701590109996e-06,"puf60b/celf2/ruvbl1/rpl38/mrto4/mdn1/eif4bb/snrpd1/eif3ja/eif2d/snrpd3/eif3m/gemin2/rpl5b/eif3g/smn1/rpl5a/eif6/eif3d/rps27.1/lsm4/znhit3/mcts1/prpf8/rsrp1/rps19/puf60a/snrpe/rps28/rps14/pwp2h/denr/ptges3a/pih1d1/coil/gemin7/rps5/abt1/rpf2/prmt7/eif3jb/gemin8/rps27.2/naf1/eif3k/rps15/snrpd3l/eif3f/ptges3b/eif3ea/prpf31/snrpg/nop53/rps27l/trnau1apa/mrps7/eif3ha/snrpf",58
"GO:0048589","GO:0048589","developmental growth","139/4298","379/17744",0.366754617414248,1.51412143587678,5.72002729732029,3.0448204958434e-08,3.01538723105025e-06,2.61427219415046e-06,"mapk14a/pcgf1/ptpra/dcaf13/ruvbl1/hspa9/foxm1/vdac3/lats1/cnot1/slit2/plk4/grna/large1/dip2ba/robo3/itgav/itga5/lrp5/plxna3/mycb/dbnla/cacna1c/rap1b/myog/tnfa/rpl22l1/pard3ab/ppp1r12a/fgfr1a/dcn/col1a1a/itga3b/mta2/mtrex/dkk1a/esco2/robo2/rbbp7/gemin2/larp7/sema3d/smn1/cdh2/fn1a/bmpr2b/chd3/tncb/stat3/ccn1/grnb/fynb/erbb2/anxa1a/extl3/igf1ra/atp6v1e1b/igfbp2b/fosab/lef1/si:dkey-40c11.2/pho/taf1/mdka/has2/kif1b/cxcl12a/tubb5/plcg1/pigp/lgmn/ier3ip1/ttk/gja1b/cxcr4b/prrx1b/notch2/impact/cyfip1/cdk9/dkk1b/col4a5/notch1b/notch3/igfbp2a/htt/pdzd11/mustn1a/ap2a1/fzd2/epha4a/prdx5/ret/llph/dvl2/kdm6bb/apodb/bglap/sema5a/tax1bp3/apoda.1/agr1/sema5ba/chd4a/hapln1b/hspa8/rpl22/dusp6/insrb/ulk1b/hbegfa/wdr11/sema5bb/nid2a/plxnb1a/wwc1/myo9aa/gdpd5b/smarca4a/prdm16/dpep2/cebpd/runx1/tmem108/dio2/ulk2/il1b/glis2b/pdgfrb/lamb1a/ssna1/col22a1/nrp1a/ap1g1/wnt5b/ndrg4/dcc/npr2/junbb",139
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","36/4298","64/17744",0.5625,2.32224290367613,5.9911511975263,3.96164668204449e-08,3.79679106204973e-06,3.29173155550522e-06,"dcaf13/rrs1/tsr2/ltv1/pno1/rps15a/rps9/rps4x/riok1/rps27.1/snu13b/rps21/rps19/rrp36/riok2/zgc:86811/rps3a/rps28/rps14/rps12/pwp2h/rps7/rps5/abt1/ngdn/rps16/rps27.2/rps8a/utp3/rps15/slx9/trmt112/utp6/rps27l/mrps7/imp3",36
"GO:0048736","GO:0048736","appendage development","58/4298","125/17744",0.464,1.91559236854351,5.8078677865627,4.96485988556369e-08,4.60956210000304e-06,3.99638557235998e-06,"prdm1a/zmat2/fgfr1a/fgfr1b/col1a1a/itga3b/acvr1l/hmcn1/etv4/aldh7a1/cdh2/dhrs9/ahr2/extl3/bmp1a/atp6v1e1b/fgf10a/lef1/arl6/hoxa13b/tll1/tcf7/gja1b/fgf16/dlx5a/sox9b/etv5b/fras1/sp8b/fgfr2/lama5/apc/plod1a/ep300b/furina/frem1a/met/megf6b/pi4kaa/frem2a/chsy1/megf6a/and2/hmcn2/hnrnpul1l/and1/nipbla/edar/sp9/ep300a/col22a1/ap1g1/fbln1/pdlim7/med12/sec23a/kat2a/fndc3a",58
"GO:0060485","GO:0060485","mesenchyme development","96/4298","243/17744",0.395061728395062,1.63098541383015,5.59939625870785,7.80438465967991e-08,7.02631115876031e-06,6.0916520772685e-06,"nusap1/prdm1a/tle3a/med13b/rab23/kmt2a/gpr22a/lrp5/med14/pard3ab/sema3b/sema3gb/acvr1l/zic2a/sema3d/cdh2/kat6a/dhrs9/fn1a/tncb/stat3/pef1/erbb2/tgfb2/nrp1b/lef1/hif1ab/coro1ca/sema3e/sema6ba/edn1/zic2b/nrp2b/prickle1a/si:dkey-49n23.1/hsbp1b/sema3ab/klf2a/gadd45aa/sox9b/loxl2a/loxl2b/acta2/dkk1b/prickle1b/cnbpa/notch3/pbx4/si:ch211-204c21.1/arl6ip1/bcl9l/ret/foxc1b/fgfr2/sema5a/apc/tfap2a/sh3pxd2aa/sema5ba/ptpn21/furina/slc39a6/masp1/pdgfra/chd7/wdr11/sema5bb/plod3/hspg2/aldh1l1/smarca4a/mych/olfm2a/nomo/sema4c/dlx2a/akna/dmxl2/snw1/nrp2a/hdac4/rgs2/cygb1/tgfbr3/capzb/tln1/pdgfrb/glrx2/lamb1a/bmper/nrp1a/sema6a/hmgcs1/vcana/med12/eng",96
"GO:0033333","GO:0033333","fin development","55/4298","118/17744",0.466101694915254,1.92426907272598,5.69524905103672,9.02718730534839e-08,7.88816867182061e-06,6.83886295238003e-06,"prdm1a/zmat2/fgfr1a/fgfr1b/col1a1a/itga3b/acvr1l/hmcn1/aldh7a1/cdh2/dhrs9/ahr2/extl3/bmp1a/atp6v1e1b/fgf10a/lef1/arl6/hoxa13b/tll1/tcf7/gja1b/fgf16/dlx5a/sox9b/fras1/sp8b/fgfr2/lama5/apc/plod1a/ep300b/furina/frem1a/met/megf6b/pi4kaa/frem2a/chsy1/megf6a/and2/hmcn2/hnrnpul1l/and1/nipbla/edar/sp9/ep300a/col22a1/ap1g1/fbln1/pdlim7/med12/sec23a/fndc3a",55
"GO:0031099","GO:0031099","regeneration","91/4298","228/17744",0.399122807017544,1.64775130007429,5.56555433420386,9.67943012136296e-08,8.21645339730553e-06,7.12347834796246e-06,"ptpra/hspa9/foxm1/vdac3/large1/mcamb/lrp5/mycb/myog/tnfa/fgfr1a/col1a1a/mta2/mtrex/dkk1a/esco2/rbbp7/larp7/sema3d/smn1/cdh2/col12a1b/bmpr2b/tncb/stat3/ccn1/top2a/fynb/socs3a/erbb2/anxa1a/igf1ra/cntfr/atp6v1e1b/fosab/lef1/dpysl2b/lingo1a/pho/mdka/has2/cxcl12a/smad5/tubb5/plcg1/lgmn/ttk/gja1b/cxcr4b/prrx1b/ccn2a/notch2/sox9b/cdk9/dkk1b/notch1b/mustn1a/fzd2/epha4a/prdx5/kdm6bb/apodb/bglap/apoda.1/agr1/chd4a/srebf1/hapln1b/hspa8/cnp/dusp6/wfs1b/alms1/camk1da/hbegfa/nid2a/smarca4a/col12a1a/cebpd/runx1/dusp2/il1b/hmgb1a/igfbp1a/pdgfrb/lamb1a/col22a1/wnt5b/dcc/junbb/lrp4",91
"GO:0006334","GO:0006334","nucleosome assembly","26/4298","41/17744",0.634146341463415,2.61802994018772,5.86415209279406,1.12554510630798e-07,9.28887364122499e-06,8.05324232495794e-06,"setb/kat6a/si:dkey-261m9.12/spty2d1/histh1l1/h1-0/si:ch211-113a14.24/si:ch211-113a14.18/h1-10/chaf1b/zgc:110425/atad2b/zgc:153409/chaf1a/nap1l4a/h1l1/si:dkey-108k21.10/zgc:163061/zgc:110216/zgc:153405/h1m/si:dkey-23a13.17/histh1l2/si:ch73-368j24.11/si:dkey-23a13.9/si:ch73-368j24.12",26
"GO:0048762","GO:0048762","mesenchymal cell differentiation","77/4298","185/17744",0.416216216216216,1.71832027467207,5.55270086494929,1.21517527410511e-07,9.75752902531429e-06,8.45955589113857e-06,"nusap1/prdm1a/med13b/lrp5/med14/pard3ab/sema3b/sema3gb/zic2a/sema3d/cdh2/kat6a/dhrs9/fn1a/tncb/stat3/pef1/erbb2/nrp1b/lef1/hif1ab/coro1ca/sema3e/sema6ba/edn1/zic2b/nrp2b/prickle1a/si:dkey-49n23.1/hsbp1b/sema3ab/loxl2a/loxl2b/prickle1b/cnbpa/pbx4/si:ch211-204c21.1/arl6ip1/ret/foxc1b/sema5a/tfap2a/sh3pxd2aa/sema5ba/ptpn21/slc39a6/masp1/pdgfra/chd7/wdr11/sema5bb/plod3/hspg2/aldh1l1/smarca4a/mych/olfm2a/sema4c/dlx2a/akna/dmxl2/snw1/nrp2a/hdac4/rgs2/cygb1/tgfbr3/capzb/tln1/pdgfrb/glrx2/bmper/nrp1a/sema6a/hmgcs1/med12/eng",77
"GO:0008535","GO:0008535","respiratory chain complex IV assembly","14/4298","16/17744",0.875,3.61237785016287,5.91039206914363,1.69588057212724e-07,1.30563253747323e-05,1.13195373494552e-05,"surf1/cox16/uqcc6/cox19/sco1/cox17/coa4/coa6/coa5/coa3b/pet100/cox20/coa3a/smim20",14
"GO:0048701","GO:0048701","embryonic cranial skeleton morphogenesis","74/4298","177/17744",0.418079096045198,1.72601104705118,5.48821656051125,1.71388990109242e-07,1.30563253747323e-05,1.13195373494552e-05,"mmp14a/prdm1a/prdm5/itga5/lrp5/caspa/cacna1c/nbas/rap1b/med14/pard3ab/hcfc1b/wnt11/zic2a/ilvbl/tp73/kat6a/dhrs9/sec23b/fn1a/pthlha/bcl9/edn1/zic2b/egr1/polr1d/pmm2/polr1c/macc1/dlx5a/mmachc/disp1/cnbpa/sec24d/pbx4/runx3/htt/fras1/auts2a/gfpt1/tfap2a/mecom/spns2/ep300b/tinagl1/xylt1/ednrab/furina/vgll4l/pdgfra/chd7/hspg2/aldh1l1/cyp26b1/smarca4a/prdm16/itga8/dlx2a/rap1ab/crispld2/ponzr1/eif3ea/nipbla/hdac4/rpl13/mapre2/ep300a/tln1/pdgfrb/pkn2a/wnt5b/hmgcs1/med12/sec23a",74
"GO:0030261","GO:0030261","chromosome condensation","20/4298","28/17744",0.714285714285714,2.94887987768397,5.83487329556345,1.80761918464192e-07,1.34260914939279e-05,1.16401161705758e-05,"nusap1/ncapd2/top2a/si:dkey-261m9.12/histh1l1/h1-0/smc4/si:ch211-113a14.24/si:ch211-113a14.18/h1-10/zgc:110425/ncapg2/h1l1/si:dkey-108k21.10/zgc:153405/si:dkey-23a13.17/histh1l2/si:ch73-368j24.11/si:dkey-23a13.9/si:ch73-368j24.12",20
"GO:0042246","GO:0042246","tissue regeneration","68/4298","159/17744",0.427672955974843,1.76561864374537,5.48264409605252,1.91778344195447e-07,1.38969136732847e-05,1.20483082990054e-05,"ptpra/hspa9/foxm1/vdac3/large1/lrp5/mycb/myog/tnfa/fgfr1a/col1a1a/mta2/mtrex/dkk1a/esco2/rbbp7/larp7/sema3d/smn1/cdh2/bmpr2b/stat3/ccn1/fynb/erbb2/anxa1a/igf1ra/atp6v1e1b/fosab/lef1/pho/mdka/has2/cxcl12a/tubb5/plcg1/lgmn/ttk/gja1b/cxcr4b/prrx1b/notch2/cdk9/dkk1b/notch1b/mustn1a/fzd2/prdx5/kdm6bb/apodb/bglap/apoda.1/agr1/chd4a/hapln1b/hspa8/dusp6/hbegfa/nid2a/smarca4a/cebpd/runx1/il1b/pdgfrb/lamb1a/col22a1/wnt5b/junbb",68
"GO:0040007","GO:0040007","growth","142/4298","401/17744",0.354114713216958,1.46193845307624,5.28986231489835,2.50533165433545e-07,1.77222389167395e-05,1.53647783412502e-05,"mapk14a/pcgf1/ptpra/dcaf13/ruvbl1/hspa9/foxm1/vdac3/lats1/cnot1/slit2/plk4/grna/large1/dip2ba/robo3/itgav/itga5/lrp5/plxna3/mycb/dbnla/cacna1c/rap1b/myog/tnfa/rpl22l1/pard3ab/ppp1r12a/fgfr1a/dcn/col1a1a/itga3b/mta2/mtrex/dkk1a/esco2/robo2/rbbp7/gemin2/larp7/sema3d/smn1/cdh2/fn1a/bmpr2b/chd3/tncb/stat3/ccn1/grnb/fynb/erbb2/anxa1a/extl3/igf1ra/atp6v1e1b/igfbp2b/fosab/lef1/si:dkey-40c11.2/pho/taf1/mdka/has2/kif1b/cxcl12a/tubb5/plcg1/pigp/lgmn/ier3ip1/lamtor2/ttk/gja1b/cxcr4b/prrx1b/notch2/impact/cyfip1/cdk9/dkk1b/col4a5/notch1b/notch3/igfbp2a/htt/pdzd11/mustn1a/ap2a1/fzd2/epha4a/prdx5/ret/llph/dvl2/kdm6bb/apodb/bglap/sema5a/tax1bp3/apoda.1/agr1/sema5ba/chd4a/hapln1b/hspa8/mstnb/rpl22/dusp6/insrb/ulk1b/hbegfa/wdr11/sema5bb/nid2a/dnph1/plxnb1a/wwc1/myo9aa/gdpd5b/smarca4a/prdm16/dpep2/cebpd/runx1/tmem108/dio2/ulk2/il1b/glis2b/pdgfrb/lamb1a/ssna1/col22a1/nrp1a/ap1g1/wnt5b/ndrg4/dcc/npr2/junbb",142
"GO:0034728","GO:0034728","nucleosome organization","27/4298","45/17744",0.6,2.47705909725454,5.6089289986035,3.31723008524605e-07,2.29197455424791e-05,1.98708984543381e-05,"setb/supt6h/kat6a/si:dkey-261m9.12/spty2d1/histh1l1/h1-0/si:ch211-113a14.24/si:ch211-113a14.18/h1-10/chaf1b/zgc:110425/atad2b/zgc:153409/chaf1a/nap1l4a/h1l1/si:dkey-108k21.10/zgc:163061/zgc:110216/zgc:153405/h1m/si:dkey-23a13.17/histh1l2/si:ch73-368j24.11/si:dkey-23a13.9/si:ch73-368j24.12",27
"GO:0033617","GO:0033617","mitochondrial cytochrome c oxidase assembly","13/4298","15/17744",0.866666666666667,3.57797425158989,5.64718822431314,6.15818614266643e-07,4.15817523405954e-05,3.60504341892458e-05,"surf1/cox16/uqcc6/cox19/sco1/cox17/coa4/coa5/coa3b/pet100/cox20/coa3a/smim20",13
"GO:0048706","GO:0048706","embryonic skeletal system development","85/4298","218/17744",0.389908256880734,1.6097096580018,5.12106273284533,8.11925590448382e-07,5.36051317604921e-05,4.64744308731507e-05,"mmp14a/prdm1a/prdm5/itga5/lrp5/plxna3/caspa/cacna1c/nbas/rap1b/med14/pard3ab/hcfc1b/sulf2b/wnt11/zic2a/ilvbl/sema3d/tp73/kat6a/dhrs9/sec23b/fn1a/nsd2/ucmaa/pthlha/irx5a/bcl9/edn1/zic2b/egr1/polr1d/pmm2/polr1c/macc1/gja1b/dlx5a/mmachc/disp1/nansa/cnbpa/sec24d/pbx4/runx3/htt/gdf6a/fras1/cmn/auts2a/gfpt1/tfap2a/mecom/spns2/ep300b/tinagl1/xylt1/ednrab/furina/vgll4l/hoxc11a/pdgfra/chd7/hspg2/aldh1l1/cyp26b1/smarca4a/prdm16/itga8/dlx2a/rap1ab/crispld2/ponzr1/eif3ea/nipbla/hdac4/rpl13/mapre2/ep300a/tln1/pdgfrb/pkn2a/wnt5b/hmgcs1/med12/sec23a",85
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","78/4298","198/17744",0.393939393939394,1.62635193254086,5.01085842761123,1.41768839373351e-06,9.15641786474403e-05,7.93840617726749e-05,"mmp14a/prdm1a/prdm5/itga5/lrp5/plxna3/caspa/cacna1c/nbas/rap1b/med14/pard3ab/hcfc1b/wnt11/zic2a/ilvbl/sema3d/tp73/kat6a/dhrs9/sec23b/fn1a/pthlha/bcl9/edn1/zic2b/egr1/polr1d/pmm2/polr1c/macc1/gja1b/dlx5a/mmachc/disp1/cnbpa/sec24d/pbx4/runx3/htt/fras1/auts2a/gfpt1/tfap2a/mecom/spns2/ep300b/tinagl1/xylt1/ednrab/furina/vgll4l/hoxc11a/pdgfra/chd7/hspg2/aldh1l1/cyp26b1/smarca4a/prdm16/itga8/dlx2a/rap1ab/crispld2/ponzr1/eif3ea/nipbla/hdac4/rpl13/mapre2/ep300a/tln1/pdgfrb/pkn2a/wnt5b/hmgcs1/med12/sec23a",78
"GO:0015986","GO:0015986","proton motive force-driven ATP synthesis","18/4298","26/17744",0.692307692307692,2.85814511221677,5.36054728197215,1.5791289714483e-06,9.98211100887851e-05,8.65426336648151e-05,"atp5po/atp5mc3b/atp5pb/atp5l/atp5pf/atp5f1d/atpsckmt/atp5mf/antkmt/atp5if1b/atp5f1c/mt-co1/atp5if1a/atp5meb/si:ch211-140m22.7/atp5mea/atp5f1e/atp5pd",18
"GO:0090497","GO:0090497","mesenchymal cell migration","47/4298","103/17744",0.456310679611651,1.88384753351073,5.08609590451047,1.6169564447344e-06,0.00010008286661054,8.67695706198482e-05,"nusap1/med13b/lrp5/pard3ab/sema3b/sema3gb/sema3d/cdh2/fn1a/tncb/erbb2/nrp1b/lef1/hif1ab/coro1ca/sema3e/sema6ba/nrp2b/prickle1a/si:dkey-49n23.1/sema3ab/prickle1b/pbx4/arl6ip1/ret/foxc1b/sema5a/sh3pxd2aa/sema5ba/masp1/pdgfra/chd7/wdr11/sema5bb/plod3/aldh1l1/hmcn2/sema4c/dmxl2/nrp2a/hdac4/capzb/pdgfrb/glrx2/nrp1a/sema6a/fbln1",47
"GO:0048705","GO:0048705","skeletal system morphogenesis","90/4298","238/17744",0.378151260504202,1.56117169995034,4.92766251372142,1.82775142681972e-06,0.000110821418144518,9.60796507288478e-05,"mmp14a/prdm1a/prdm5/itga5/lrp5/plxna3/caspa/mmp14b/cacna1c/nbas/rap1b/med14/pard3ab/hcfc1b/atp2b1a/wnt11/zic2a/ilvbl/sema3d/tp73/cdh2/kat6a/dhrs9/sec23b/fn1a/pthlha/bcl9/edn1/zic2b/egr1/polr1d/pmm2/polr1c/macc1/gja1b/dlx5a/notch2/mmachc/disp1/cnbpa/sec24d/pbx4/runx3/htt/fras1/auts2a/ltbp1/gfpt1/tfap2a/mecom/spns2/ep300b/tinagl1/xylt1/ednrab/furina/vgll4l/hoxc11a/pdgfra/kif5ba/chd7/hspg2/piezo1/aldh1l1/cyp26b1/smarca4a/prdm16/itga8/dlx2a/rap1ab/crispld2/tspearb/ponzr1/eif3ea/rflnb/nipbla/hdac4/edar/rpl13/mapre2/ep300a/tln1/pdgfrb/pkn2a/wnt5b/hmgcs1/sh3pxd2b/med12/sec23a/kat2a",90
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","30/4298","56/17744",0.535714285714286,2.21165990826298,5.13435111972352,2.14478496449628e-06,0.000127443122590369,0.000110490290697313,"atp5po/ak1/uck2a/atp5mc3b/atp5pb/atp5l/atp5pf/atp5f1d/uck2b/ctps1a/atpsckmt/atp5mf/antkmt/impdh1a/atp5if1b/atp5f1c/dtymk/ak3/nudt2/mt-co1/atp5if1a/atp5meb/si:ch211-140m22.7/atp5mea/uqcc3/atp5f1e/atp5pd/ctps1b/nme3/nme2b.1",30
"GO:0006123","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","16/4298","22/17744",0.727272727272727,3.00249587546005,5.3134522603104,2.19253484421909e-06,0.000127725902395586,0.000110735454361282,"cox5ba/cox6a1/cox4i2/cox4i1/cox6c/cycsb/cox7a2a/cox6a2/cox7a2l/mt-co3/cox7a1/cox5aa/cox8a/cox7c/cox7a2b/cox7b",16
"GO:0006754","GO:0006754","ATP biosynthetic process","20/4298","31/17744",0.645161290322581,2.66350440565004,5.24093676111122,2.2619327140584e-06,0.000129234655643606,0.000112043509135646,"atp5po/atp5mc3b/atp5pb/atp5l/atp5pf/atp5f1d/atpsckmt/atp5mf/antkmt/atp5if1b/atp5f1c/nudt2/mt-co1/atp5if1a/atp5meb/si:ch211-140m22.7/atp5mea/uqcc3/atp5f1e/atp5pd",20
"GO:0014033","GO:0014033","neural crest cell differentiation","65/4298","159/17744",0.408805031446541,1.68772370358014,4.92483344541307,2.38272419280277e-06,0.00013356742597768,0.000115799922538002,"nusap1/prdm1a/med13b/lrp5/med14/pard3ab/sema3b/sema3gb/zic2a/sema3d/cdh2/kat6a/dhrs9/fn1a/tncb/pef1/erbb2/nrp1b/lef1/hif1ab/coro1ca/sema3e/sema6ba/edn1/zic2b/nrp2b/prickle1a/si:dkey-49n23.1/sema3ab/prickle1b/cnbpa/pbx4/arl6ip1/ret/foxc1b/sema5a/tfap2a/sh3pxd2aa/sema5ba/masp1/pdgfra/chd7/wdr11/sema5bb/plod3/hspg2/aldh1l1/smarca4a/mych/olfm2a/sema4c/dlx2a/dmxl2/nrp2a/hdac4/rgs2/cygb1/capzb/tln1/pdgfrb/glrx2/nrp1a/sema6a/hmgcs1/med12",65
"GO:0048863","GO:0048863","stem cell differentiation","97/4298","263/17744",0.368821292775665,1.52265356421857,4.82790629900343,2.67478317098423e-06,0.000147162607425817,0.000127586635855719,"nusap1/prdm1a/nudt21/med13b/ak2/lrp5/atf3/pdcd2/rap1b/tnfa/med14/pard3ab/sema3b/sema3gb/ythdf2/zic2a/ptch1/f11r.1/sema3d/cdh2/kat6a/dhrs9/tgfb3/fn1a/tncb/pef1/erbb2/nrp1b/tph1a/jag1a/fgf10a/fosab/lef1/hif1ab/coro1ca/tph1b/sema3e/sema6ba/dnmt3bb.1/edn1/zic2b/plcg1/nrp2b/prickle1a/si:dkey-49n23.1/rps29/sema3ab/prickle1b/cnbpa/bloc1s2/notch1b/pbx4/ap2a1/arl6ip1/ptch2/ret/foxc1b/fgfr2/sema5a/tfap2a/f2r/sh3pxd2aa/psmd11a/pum2/sema5ba/jarid2b/masp1/mettl5/pdgfra/chd7/wdr11/sema5bb/plod3/hspg2/aldh1l1/smarca4a/mych/olfm2a/prdm16/sema4c/dlx2a/dmxl2/nrp2a/hdac4/rgs2/cygb1/capzb/tln1/pdgfrb/glrx2/nrp1a/sema6a/csf3a/hmgcs1/notch1a/med12/cxcl8a",97
"GO:0000460","GO:0000460","maturation of 5.8S rRNA","19/4298","29/17744",0.655172413793103,2.70483464642737,5.19470466644085,2.89478347185965e-06,0.000156370939907182,0.000135570050825657,"wdr12/mak16/rrs1/rpf1/gnl3/exosc9/nsa2/mtrex/eif6/c1d/rps21/exosc2/abt1/eri1/bop1/exosc8/mphosph6/exosc3/exosc7",19
"GO:0001667","GO:0001667","ameboidal-type cell migration","78/4298","202/17744",0.386138613861386,1.59414694377767,4.8015358662911,3.48745246601835e-06,0.000185021808509652,0.000160409702713288,"mmp14a/nusap1/med13b/pals1a/itgav/lrp5/mmp14b/pard3ab/churc1/sema3b/sema3gb/wnt11/acvr1l/cap1/sema3d/cdh2/fn1a/tncb/stat3/lpp/erbb2/nrp1b/lef1/hif1ab/coro1ca/sema3e/sema6ba/aplnrb/has2/cxcl12a/smad5/plcg1/nrp2b/epha3/prickle1a/si:dkey-49n23.1/cxcr4b/sema3ab/dkk1b/prickle1b/snai1b/pbx4/arl6ip1/ret/foxc1b/sema5a/sh3pxd2aa/sema5ba/slc39a6/psenen/masp1/pdgfra/lzts2a/chd7/wdr11/sema5bb/plod3/aldh1l1/amot/hmcn2/sema4c/megf8/dmxl2/cyt1/macir/rhoab/nrp2a/hdac4/capzb/pdgfrb/glrx2/nrp1a/sema6a/wnt5b/csf1ra/fbln1/itgb1b/igsf11",78
"GO:0035107","GO:0035107","appendage morphogenesis","35/4298","71/17744",0.492957746478873,2.03514245079598,4.94110784826874,3.95937246590399e-06,0.000204377362177405,0.000177190527820903,"prdm1a/col1a1a/itga3b/acvr1l/hmcn1/etv4/cdh2/dhrs9/extl3/fgf10a/lef1/tll1/gja1b/fgf16/dlx5a/sox9b/etv5b/fras1/sp8b/lama5/apc/plod1a/furina/frem1a/megf6b/pi4kaa/frem2a/megf6a/hmcn2/nipbla/sp9/col22a1/fbln1/med12/sec23a",35
"GO:0019941","GO:0019941","modification-dependent protein catabolic process","134/4298","391/17744",0.342710997442455,1.41485898990668,4.68977253905975,3.98986435755283e-06,0.000204377362177405,0.000177190527820903,"ube2h/psmb9a/psmb8a/psmb13a/stam/psmb6/ube2al/psma5/csnk1db/nedd8/ubxn7/sirt2/cdc34b/arih2/psmb3/ivns1abpb/psma6b/ndfip1/gsk3ab/kctd5a/trib3/psmd13/rchy1/rnf128a/rnf167/psma6a/si:ch211-278j3.3/psmd8/klhl24a/fbxo44.1/gid8a/dtl/psmd4b/zgc:66427/kctd2/uchl1/rnf25/uchl3/psmb2/psmb12/rps27a/rnf185/ndfip2/nccrp1/psma2b/edn1/rnf139/ube4b/psmc6/uba1/fbxo6.3/pcnp/rbx1/smurf2/ube2d1b/klhl21/psma2a/ube4a/uba52/ubr3/rffl/psmb10/psma6l/ube2wa/eloca/elocb/ube2wb/fbxl14b/psma4/si:ch211-256e16.3/ubqln4/hectd1/psmb4/rnf7/ube3a/cdc27/zmp:0000000662/styx/fbxo44.7/snf8/vps25/psmd11a/ankib1a/rnf19b/uba7/trip12/ube3b/klhl5/rc3h1a/znrf3/kremen1/socs5b/dcaf12/zranb1b/trim3a/ubr2/sh3rf1/psmd6/fbxo45/rnf26/keap1b/chfr/anapc1/herc3/ankib1b/cdc26/si:dkey-192l18.9/fhit/rlim/wdr81/uba6/isg15/psma3/ascc3/rnf146/rnf4/si:ch211-284e13.9/dmac2/fbxw5/itchb/fbxo2/axin2/nploc4/cdc20/si:dkey-260j18.2/anapc11/pcyox1/vps28/uchl5/nedd8l/ubr1/ccnf/trib1/ube2l3a",134
